Hugo_Symbol,SEQ_ASSAY_ID
AURKB,WAKE-CA-NGSQ3
SS18,WAKE-CA-NGSQ3
SMAD4,WAKE-CA-NGSQ3
MALT1,WAKE-CA-NGSQ3
BCL2,WAKE-CA-NGSQ3
KDSR,WAKE-CA-NGSQ3
DNM2,WAKE-CA-NGSQ3
SMARCA4,WAKE-CA-NGSQ3
STK11,WAKE-CA-NGSQ3
CALR,WAKE-CA-NGSQ3
LYL1,WAKE-CA-NGSQ3
BRD4,WAKE-CA-NGSQ3
JAK3,WAKE-CA-NGSQ3
ELL,WAKE-CA-NGSQ3
CRTC1,WAKE-CA-NGSQ3
DOT1L,WAKE-CA-NGSQ3
CEBPA,WAKE-CA-NGSQ3
AKT2,WAKE-CA-NGSQ3
MAP2K2,WAKE-CA-NGSQ3
CD79A,WAKE-CA-NGSQ3
CIC,WAKE-CA-NGSQ3
BCL3,WAKE-CA-NGSQ3
CBLC,WAKE-CA-NGSQ3
KLK2,WAKE-CA-NGSQ3
TFPT,WAKE-CA-NGSQ3
MLLT1,WAKE-CA-NGSQ3
FSTL3,WAKE-CA-NGSQ3
TTL,WAKE-CA-NGSQ3
PAX8,WAKE-CA-NGSQ3
ERCC3,WAKE-CA-NGSQ3
CHN1,WAKE-CA-NGSQ3
HOXD13,WAKE-CA-NGSQ3
STAT4,WAKE-CA-NGSQ3
CASP8,WAKE-CA-NGSQ3
CTLA4,WAKE-CA-NGSQ3
IDH1,WAKE-CA-NGSQ3
ERBB4,WAKE-CA-NGSQ3
ATIC,WAKE-CA-NGSQ3
FEV,WAKE-CA-NGSQ3
PAX3,WAKE-CA-NGSQ3
NCOA1,WAKE-CA-NGSQ3
DNMT3A,WAKE-CA-NGSQ3
ALK,WAKE-CA-NGSQ3
MSH2,WAKE-CA-NGSQ3
FBXO11,WAKE-CA-NGSQ3
BCL11A,WAKE-CA-NGSQ3
ASXL1,WAKE-CA-NGSQ3
TOP1,WAKE-CA-NGSQ3
SS18L1,WAKE-CA-NGSQ3
ARFRP1,WAKE-CA-NGSQ3
RUNX1,WAKE-CA-NGSQ3
ERG,WAKE-CA-NGSQ3
CRKL,WAKE-CA-NGSQ3
SMARCB1,WAKE-CA-NGSQ3
CHEK2,WAKE-CA-NGSQ3
EWSR1,WAKE-CA-NGSQ3
NF2,WAKE-CA-NGSQ3
MKL1,WAKE-CA-NGSQ3
TFG,WAKE-CA-NGSQ3
FANCD2,WAKE-CA-NGSQ3
VHL,WAKE-CA-NGSQ3
CBLB,WAKE-CA-NGSQ3
PPARG,WAKE-CA-NGSQ3
RAF1,WAKE-CA-NGSQ3
GATA2,WAKE-CA-NGSQ3
RPN1,WAKE-CA-NGSQ3
CNBP,WAKE-CA-NGSQ3
EPHB1,WAKE-CA-NGSQ3
FOXL2,WAKE-CA-NGSQ3
XPC,WAKE-CA-NGSQ3
WWTR1,WAKE-CA-NGSQ3
GMPS,WAKE-CA-NGSQ3
TBL1XR1,WAKE-CA-NGSQ3
SOX2,WAKE-CA-NGSQ3
KLHL6,WAKE-CA-NGSQ3
ETV5,WAKE-CA-NGSQ3
EIF4A2,WAKE-CA-NGSQ3
BCL6,WAKE-CA-NGSQ3
TGFBR2,WAKE-CA-NGSQ3
MLH1,WAKE-CA-NGSQ3
MYD88,WAKE-CA-NGSQ3
SETD2,WAKE-CA-NGSQ3
NCKIPSD,WAKE-CA-NGSQ3
BAP1,WAKE-CA-NGSQ3
CACNA1D,WAKE-CA-NGSQ3
SRGAP3,WAKE-CA-NGSQ3
FBXW7,WAKE-CA-NGSQ3
WHSC1,WAKE-CA-NGSQ3
SLC34A2,WAKE-CA-NGSQ3
RHOH,WAKE-CA-NGSQ3
PHOX2B,WAKE-CA-NGSQ3
FIP1L1,WAKE-CA-NGSQ3
CHIC2,WAKE-CA-NGSQ3
PDGFRA,WAKE-CA-NGSQ3
KIT,WAKE-CA-NGSQ3
EPHA5,WAKE-CA-NGSQ3
CTNNA1,WAKE-CA-NGSQ3
PDGFRB,WAKE-CA-NGSQ3
ITK,WAKE-CA-NGSQ3
EBF1,WAKE-CA-NGSQ3
RANBP17,WAKE-CA-NGSQ3
TLX3,WAKE-CA-NGSQ3
IL7R,WAKE-CA-NGSQ3
FGF10,WAKE-CA-NGSQ3
IL6ST,WAKE-CA-NGSQ3
TNFAIP3,WAKE-CA-NGSQ3
ESR1,WAKE-CA-NGSQ3
EZR,WAKE-CA-NGSQ3
DEK,WAKE-CA-NGSQ3
HIST1H3B,WAKE-CA-NGSQ3
TRIM27,WAKE-CA-NGSQ3
TRIM26,WAKE-CA-NGSQ3
POU5F1,WAKE-CA-NGSQ3
DAXX,WAKE-CA-NGSQ3
FANCE,WAKE-CA-NGSQ3
IRF4,WAKE-CA-NGSQ3
TFEB,WAKE-CA-NGSQ3
VEGFA,WAKE-CA-NGSQ3
HSP90AB1,WAKE-CA-NGSQ3
POT1,WAKE-CA-NGSQ3
CREB3L2,WAKE-CA-NGSQ3
ETV1,WAKE-CA-NGSQ3
EZH2,WAKE-CA-NGSQ3
HNRNPA2B1,WAKE-CA-NGSQ3
HOXA9,WAKE-CA-NGSQ3
HOXA13,WAKE-CA-NGSQ3
INHBA,WAKE-CA-NGSQ3
SBDS,WAKE-CA-NGSQ3
ELN,WAKE-CA-NGSQ3
HGF,WAKE-CA-NGSQ3
AKAP9,WAKE-CA-NGSQ3
TRRAP,WAKE-CA-NGSQ3
EXT1,WAKE-CA-NGSQ3
WHSC1L1,WAKE-CA-NGSQ3
FGFR1,WAKE-CA-NGSQ3
TCEA1,WAKE-CA-NGSQ3
PLAG1,WAKE-CA-NGSQ3
NBN,WAKE-CA-NGSQ3
RUNX1T1,WAKE-CA-NGSQ3
KLF4,WAKE-CA-NGSQ3
FNBP1,WAKE-CA-NGSQ3
ABL1,WAKE-CA-NGSQ3
TSC1,WAKE-CA-NGSQ3
RALGDS,WAKE-CA-NGSQ3
NFIB,WAKE-CA-NGSQ3
CDKN2A,WAKE-CA-NGSQ3
CDKN2B,WAKE-CA-NGSQ3
PAX5,WAKE-CA-NGSQ3
NTRK2,WAKE-CA-NGSQ3
OMD,WAKE-CA-NGSQ3
FANCC,WAKE-CA-NGSQ3
BTK,WAKE-CA-NGSQ3
PAK3,WAKE-CA-NGSQ3
SEPT6,WAKE-CA-NGSQ3
STAG2,WAKE-CA-NGSQ3
ELF4,WAKE-CA-NGSQ3
GPC3,WAKE-CA-NGSQ3
ATP2B3,WAKE-CA-NGSQ3
P2RY8,WAKE-CA-NGSQ3
KDM5C,WAKE-CA-NGSQ3
AMER1,WAKE-CA-NGSQ3
MSN,WAKE-CA-NGSQ3
MED12,WAKE-CA-NGSQ3
NONO,WAKE-CA-NGSQ3
ATRX,WAKE-CA-NGSQ3
RAD51,WAKE-CA-NGSQ3
HIP1,WAKE-CA-NGSQ3
SSX1,WAKE-CA-NGSQ3
NRAS,NKI-CHPV2-NGS
MPL,NKI-CHPV2-NGS
FGFR2,NKI-CHPV2-NGS
RET,NKI-CHPV2-NGS
PTEN,NKI-CHPV2-NGS
ATM,NKI-CHPV2-NGS
HRAS,NKI-CHPV2-NGS
PTPN11,NKI-CHPV2-NGS
HNF1A,NKI-CHPV2-NGS
KRAS,NKI-CHPV2-NGS
FLT3,NKI-CHPV2-NGS
RB1,NKI-CHPV2-NGS
AKT1,NKI-CHPV2-NGS
IDH2,NKI-CHPV2-NGS
CDH1,NKI-CHPV2-NGS
ERBB2,NKI-CHPV2-NGS
TP53,NKI-CHPV2-NGS
SMAD4,NKI-CHPV2-NGS
STK11,NKI-CHPV2-NGS
JAK3,NKI-CHPV2-NGS
GNA11,NKI-CHPV2-NGS
IDH1,NKI-CHPV2-NGS
ERBB4,NKI-CHPV2-NGS
ALK,NKI-CHPV2-NGS
SRC,NKI-CHPV2-NGS
GNAS,NKI-CHPV2-NGS
SMARCB1,NKI-CHPV2-NGS
VHL,NKI-CHPV2-NGS
PIK3CA,NKI-CHPV2-NGS
MLH1,NKI-CHPV2-NGS
CTNNB1,NKI-CHPV2-NGS
FBXW7,NKI-CHPV2-NGS
FGFR3,NKI-CHPV2-NGS
PDGFRA,NKI-CHPV2-NGS
KIT,NKI-CHPV2-NGS
KDR,NKI-CHPV2-NGS
APC,NKI-CHPV2-NGS
CSF1R,NKI-CHPV2-NGS
NPM1,NKI-CHPV2-NGS
MET,NKI-CHPV2-NGS
SMO,NKI-CHPV2-NGS
BRAF,NKI-CHPV2-NGS
EZH2,NKI-CHPV2-NGS
EGFR,NKI-CHPV2-NGS
FGFR1,NKI-CHPV2-NGS
ABL1,NKI-CHPV2-NGS
NOTCH1,NKI-CHPV2-NGS
CDKN2A,NKI-CHPV2-NGS
JAK2,NKI-CHPV2-NGS
GNAQ,NKI-CHPV2-NGS
NRAS,NKI-CHPV2-SOCV2-NGS
MPL,NKI-CHPV2-SOCV2-NGS
FGFR2,NKI-CHPV2-SOCV2-NGS
RET,NKI-CHPV2-SOCV2-NGS
PTEN,NKI-CHPV2-SOCV2-NGS
ATM,NKI-CHPV2-SOCV2-NGS
HRAS,NKI-CHPV2-SOCV2-NGS
PTPN11,NKI-CHPV2-SOCV2-NGS
HNF1A,NKI-CHPV2-SOCV2-NGS
POLE,NKI-CHPV2-SOCV2-NGS
KRAS,NKI-CHPV2-SOCV2-NGS
FLT3,NKI-CHPV2-SOCV2-NGS
RB1,NKI-CHPV2-SOCV2-NGS
AKT1,NKI-CHPV2-SOCV2-NGS
IDH2,NKI-CHPV2-SOCV2-NGS
CDH1,NKI-CHPV2-SOCV2-NGS
ERBB2,NKI-CHPV2-SOCV2-NGS
TP53,NKI-CHPV2-SOCV2-NGS
SMAD4,NKI-CHPV2-SOCV2-NGS
STK11,NKI-CHPV2-SOCV2-NGS
JAK3,NKI-CHPV2-SOCV2-NGS
GNA11,NKI-CHPV2-SOCV2-NGS
IDH1,NKI-CHPV2-SOCV2-NGS
ERBB4,NKI-CHPV2-SOCV2-NGS
ALK,NKI-CHPV2-SOCV2-NGS
SRC,NKI-CHPV2-SOCV2-NGS
GNAS,NKI-CHPV2-SOCV2-NGS
SMARCB1,NKI-CHPV2-SOCV2-NGS
VHL,NKI-CHPV2-SOCV2-NGS
PIK3CA,NKI-CHPV2-SOCV2-NGS
MLH1,NKI-CHPV2-SOCV2-NGS
CTNNB1,NKI-CHPV2-SOCV2-NGS
FBXW7,NKI-CHPV2-SOCV2-NGS
FGFR3,NKI-CHPV2-SOCV2-NGS
PDGFRA,NKI-CHPV2-SOCV2-NGS
KIT,NKI-CHPV2-SOCV2-NGS
KDR,NKI-CHPV2-SOCV2-NGS
APC,NKI-CHPV2-SOCV2-NGS
CSF1R,NKI-CHPV2-SOCV2-NGS
NPM1,NKI-CHPV2-SOCV2-NGS
ROS1,NKI-CHPV2-SOCV2-NGS
MET,NKI-CHPV2-SOCV2-NGS
SMO,NKI-CHPV2-SOCV2-NGS
BRAF,NKI-CHPV2-SOCV2-NGS
EZH2,NKI-CHPV2-SOCV2-NGS
EGFR,NKI-CHPV2-SOCV2-NGS
FGFR1,NKI-CHPV2-SOCV2-NGS
ABL1,NKI-CHPV2-SOCV2-NGS
NOTCH1,NKI-CHPV2-SOCV2-NGS
CDKN2A,NKI-CHPV2-SOCV2-NGS
JAK2,NKI-CHPV2-SOCV2-NGS
GNAQ,NKI-CHPV2-SOCV2-NGS
FGFR2,NKI-PATH-NGS
MDM2,NKI-PATH-NGS
PIK3CA,NKI-PATH-NGS
FGFR3,NKI-PATH-NGS
PDGFRA,NKI-PATH-NGS
MET,NKI-PATH-NGS
BRAF,NKI-PATH-NGS
EGFR,NKI-PATH-NGS
FGFR1,NKI-PATH-NGS
NRAS,VHIO-BREAST-V02
NOTCH2,VHIO-BREAST-V02
AKT3,VHIO-BREAST-V02
MPL,VHIO-BREAST-V02
JAK1,VHIO-BREAST-V02
FGFR2,VHIO-BREAST-V02
RET,VHIO-BREAST-V02
GATA3,VHIO-BREAST-V02
PTEN,VHIO-BREAST-V02
HRAS,VHIO-BREAST-V02
KRAS,VHIO-BREAST-V02
ERBB3,VHIO-BREAST-V02
FLT3,VHIO-BREAST-V02
BRCA2,VHIO-BREAST-V02
RB1,VHIO-BREAST-V02
AKT1,VHIO-BREAST-V02
MAP2K1,VHIO-BREAST-V02
IDH2,VHIO-BREAST-V02
CDH1,VHIO-BREAST-V02
ERBB2,VHIO-BREAST-V02
BRCA1,VHIO-BREAST-V02
TP53,VHIO-BREAST-V02
PIK3R5,VHIO-BREAST-V02
SMAD4,VHIO-BREAST-V02
STK11,VHIO-BREAST-V02
NOTCH3,VHIO-BREAST-V02
JAK3,VHIO-BREAST-V02
GNA11,VHIO-BREAST-V02
MAG,VHIO-BREAST-V02
AKT2,VHIO-BREAST-V02
IDH1,VHIO-BREAST-V02
ALK,VHIO-BREAST-V02
MSH6,VHIO-BREAST-V02
SRC,VHIO-BREAST-V02
GNAS,VHIO-BREAST-V02
RUNX1,VHIO-BREAST-V02
SMARCB1,VHIO-BREAST-V02
NF2,VHIO-BREAST-V02
VHL,VHIO-BREAST-V02
PIK3CA,VHIO-BREAST-V02
MLH1,VHIO-BREAST-V02
CTNNB1,VHIO-BREAST-V02
FBXW7,VHIO-BREAST-V02
FGFR3,VHIO-BREAST-V02
PDGFRA,VHIO-BREAST-V02
KIT,VHIO-BREAST-V02
APC,VHIO-BREAST-V02
CSF1R,VHIO-BREAST-V02
FGFR4,VHIO-BREAST-V02
PIK3R1,VHIO-BREAST-V02
ESR1,VHIO-BREAST-V02
NOTCH4,VHIO-BREAST-V02
MET,VHIO-BREAST-V02
BRAF,VHIO-BREAST-V02
EGFR,VHIO-BREAST-V02
MYC,VHIO-BREAST-V02
FGFR1,VHIO-BREAST-V02
ABL1,VHIO-BREAST-V02
NOTCH1,VHIO-BREAST-V02
CDKN2A,VHIO-BREAST-V02
GNAQ,VHIO-BREAST-V02
GATA1,VHIO-BREAST-V02
NRAS,COLU-CSTP-V1
NTRK1,COLU-CSTP-V1
DDR2,COLU-CSTP-V1
H3F3A,COLU-CSTP-V1
FGFR2,COLU-CSTP-V1
RET,COLU-CSTP-V1
PTEN,COLU-CSTP-V1
HRAS,COLU-CSTP-V1
PTPN11,COLU-CSTP-V1
POLE,COLU-CSTP-V1
KRAS,COLU-CSTP-V1
CYSLTR2,COLU-CSTP-V1
AKT1,COLU-CSTP-V1
TSHR,COLU-CSTP-V1
MAP2K1,COLU-CSTP-V1
"",COLU-CSTP-V1
IDH2,COLU-CSTP-V1
ERBB2,COLU-CSTP-V1
TP53,COLU-CSTP-V1
SMAD4,COLU-CSTP-V1
STK11,COLU-CSTP-V1
GNA11,COLU-CSTP-V1
POLD1,COLU-CSTP-V1
SF3B1,COLU-CSTP-V1
IDH1,COLU-CSTP-V1
ERBB4,COLU-CSTP-V1
ALK,COLU-CSTP-V1
GNAS,COLU-CSTP-V1
PLCB4,COLU-CSTP-V1
RAF1,COLU-CSTP-V1
PIK3CA,COLU-CSTP-V1
CTNNB1,COLU-CSTP-V1
FBXW7,COLU-CSTP-V1
FGFR3,COLU-CSTP-V1
KIT,COLU-CSTP-V1
TERT,COLU-CSTP-V1
HIST1H3B,COLU-CSTP-V1
MET,COLU-CSTP-V1
BRAF,COLU-CSTP-V1
EGFR,COLU-CSTP-V1
RAC1,COLU-CSTP-V1
FGFR1,COLU-CSTP-V1
CDKN2A,COLU-CSTP-V1
GNAQ,COLU-CSTP-V1
EIF1AX,COLU-CSTP-V1
ARAF,COLU-CSTP-V1
NRAS,NKI-CHP-V2-PLUS
MPL,NKI-CHP-V2-PLUS
FGFR2,NKI-CHP-V2-PLUS
RET,NKI-CHP-V2-PLUS
PTEN,NKI-CHP-V2-PLUS
ATM,NKI-CHP-V2-PLUS
HRAS,NKI-CHP-V2-PLUS
PTPN11,NKI-CHP-V2-PLUS
HNF1A,NKI-CHP-V2-PLUS
POLE,NKI-CHP-V2-PLUS
KRAS,NKI-CHP-V2-PLUS
FLT3,NKI-CHP-V2-PLUS
RB1,NKI-CHP-V2-PLUS
AKT1,NKI-CHP-V2-PLUS
IDH2,NKI-CHP-V2-PLUS
CDH1,NKI-CHP-V2-PLUS
ERBB2,NKI-CHP-V2-PLUS
TP53,NKI-CHP-V2-PLUS
SMAD4,NKI-CHP-V2-PLUS
STK11,NKI-CHP-V2-PLUS
JAK3,NKI-CHP-V2-PLUS
GNA11,NKI-CHP-V2-PLUS
IDH1,NKI-CHP-V2-PLUS
ERBB4,NKI-CHP-V2-PLUS
ALK,NKI-CHP-V2-PLUS
SRC,NKI-CHP-V2-PLUS
GNAS,NKI-CHP-V2-PLUS
SMARCB1,NKI-CHP-V2-PLUS
VHL,NKI-CHP-V2-PLUS
PIK3CA,NKI-CHP-V2-PLUS
MLH1,NKI-CHP-V2-PLUS
CTNNB1,NKI-CHP-V2-PLUS
FBXW7,NKI-CHP-V2-PLUS
FGFR3,NKI-CHP-V2-PLUS
PDGFRA,NKI-CHP-V2-PLUS
KIT,NKI-CHP-V2-PLUS
KDR,NKI-CHP-V2-PLUS
APC,NKI-CHP-V2-PLUS
CSF1R,NKI-CHP-V2-PLUS
NPM1,NKI-CHP-V2-PLUS
ROS1,NKI-CHP-V2-PLUS
MET,NKI-CHP-V2-PLUS
SMO,NKI-CHP-V2-PLUS
BRAF,NKI-CHP-V2-PLUS
EZH2,NKI-CHP-V2-PLUS
EGFR,NKI-CHP-V2-PLUS
FGFR1,NKI-CHP-V2-PLUS
ABL1,NKI-CHP-V2-PLUS
NOTCH1,NKI-CHP-V2-PLUS
CDKN2A,NKI-CHP-V2-PLUS
JAK2,NKI-CHP-V2-PLUS
GNAQ,NKI-CHP-V2-PLUS
MTOR,NKI-PATH-NGS
NRAS,NKI-PATH-NGS
DDR2,NKI-PATH-NGS
AKT3,NKI-PATH-NGS
PTEN,NKI-PATH-NGS
HRAS,NKI-PATH-NGS
POLE,NKI-PATH-NGS
KRAS,NKI-PATH-NGS
AKT1,NKI-PATH-NGS
MAP2K1,NKI-PATH-NGS
IDH2,NKI-PATH-NGS
ERBB2,NKI-PATH-NGS
TP53,NKI-PATH-NGS
GNA11,NKI-PATH-NGS
AKT2,NKI-PATH-NGS
IDH1,NKI-PATH-NGS
ALK,NKI-PATH-NGS
GNAS,NKI-PATH-NGS
RAF1,NKI-PATH-NGS
KIT,NKI-PATH-NGS
ROS1,NKI-PATH-NGS
JAK2,NKI-PATH-NGS
GNAQ,NKI-PATH-NGS
"",UCSF-NIMV4-TN
DFFA,UCSF-NIMV4-TN
MTOR,UCSF-NIMV4-TN
NRAS,UCSF-NIMV4-TN
FAM46C,UCSF-NIMV4-TN
LRRC38,UCSF-NIMV4-TN
PDE4DIP,UCSF-NIMV4-TN
TXNIP,UCSF-NIMV4-TN
LIX1L,UCSF-NIMV4-TN
PEX11B,UCSF-NIMV4-TN
ITGA10,UCSF-NIMV4-TN
MCL1,UCSF-NIMV4-TN
CGN,UCSF-NIMV4-TN
CRCT1,UCSF-NIMV4-TN
RIT1,UCSF-NIMV4-TN
LAMTOR2,UCSF-NIMV4-TN
NTRK1,UCSF-NIMV4-TN
SPTA1,UCSF-NIMV4-TN
SPEN,UCSF-NIMV4-TN
DDR2,UCSF-NIMV4-TN
EPHA2,UCSF-NIMV4-TN
TADA1,UCSF-NIMV4-TN
DCAF6,UCSF-NIMV4-TN
SUCO,UCSF-NIMV4-TN
SDHB,UCSF-NIMV4-TN
ABL2,UCSF-NIMV4-TN
PAX7,UCSF-NIMV4-TN
CDC73,UCSF-NIMV4-TN
UBR4,UCSF-NIMV4-TN
CACNA1S,UCSF-NIMV4-TN
ELF3,UCSF-NIMV4-TN
MDM4,UCSF-NIMV4-TN
IKBKE,UCSF-NIMV4-TN
SMYD2,UCSF-NIMV4-TN
CDC42,UCSF-NIMV4-TN
H3F3A,UCSF-NIMV4-TN
TBCE,UCSF-NIMV4-TN
ID3,UCSF-NIMV4-TN
FH,UCSF-NIMV4-TN
AKT3,UCSF-NIMV4-TN
TNFRSF14,UCSF-NIMV4-TN
ARID1A,UCSF-NIMV4-TN
CSF3R,UCSF-NIMV4-TN
RRAGC,UCSF-NIMV4-TN
MYCL,UCSF-NIMV4-TN
MPL,UCSF-NIMV4-TN
PTCH2,UCSF-NIMV4-TN
MUTYH,UCSF-NIMV4-TN
CDKN2C,UCSF-NIMV4-TN
CHD5,UCSF-NIMV4-TN
DOCK7,UCSF-NIMV4-TN
JAK1,UCSF-NIMV4-TN
SLC35D1,UCSF-NIMV4-TN
LRRC7,UCSF-NIMV4-TN
FUBP1,UCSF-NIMV4-TN
ERRFI1,UCSF-NIMV4-TN
SUFU,UCSF-NIMV4-TN
NT5C2,UCSF-NIMV4-TN
SMC3,UCSF-NIMV4-TN
TCF7L2,UCSF-NIMV4-TN
RPL5P27,UCSF-NIMV4-TN
FGFR2,UCSF-NIMV4-TN
MGMT,UCSF-NIMV4-TN
RET,UCSF-NIMV4-TN
IPMK,UCSF-NIMV4-TN
ARID5B,UCSF-NIMV4-TN
CCAR1,UCSF-NIMV4-TN
NPFFR1,UCSF-NIMV4-TN
FAM149B1,UCSF-NIMV4-TN
GATA3,UCSF-NIMV4-TN
PTEN,UCSF-NIMV4-TN
CYP2C8,UCSF-NIMV4-TN
YAP1,UCSF-NIMV4-TN
ACAT1,UCSF-NIMV4-TN
ATM,UCSF-NIMV4-TN
SDHD,UCSF-NIMV4-TN
KMT2A,UCSF-NIMV4-TN
CBL,UCSF-NIMV4-TN
SORL1,UCSF-NIMV4-TN
CHEK1,UCSF-NIMV4-TN
ETS1,UCSF-NIMV4-TN
PTH,UCSF-NIMV4-TN
RRAS2,UCSF-NIMV4-TN
IGF2,UCSF-NIMV4-TN
FANCF,UCSF-NIMV4-TN
NAP1L4,UCSF-NIMV4-TN
WT1,UCSF-NIMV4-TN
QSER1,UCSF-NIMV4-TN
HRAS,UCSF-NIMV4-TN
OR5L1,UCSF-NIMV4-TN
FADS2,UCSF-NIMV4-TN
SLC22A10,UCSF-NIMV4-TN
SF1,UCSF-NIMV4-TN
MEN1,UCSF-NIMV4-TN
MALAT1,UCSF-NIMV4-TN
RELA,UCSF-NIMV4-TN
CCND1,UCSF-NIMV4-TN
FGF19,UCSF-NIMV4-TN
FGF4,UCSF-NIMV4-TN
FGF3,UCSF-NIMV4-TN
MRPL48,UCSF-NIMV4-TN
OLFML1,UCSF-NIMV4-TN
C11orf30,UCSF-NIMV4-TN
GDPD4,UCSF-NIMV4-TN
PAK1,UCSF-NIMV4-TN
GAB2,UCSF-NIMV4-TN
FAT3,UCSF-NIMV4-TN
MRE11A,UCSF-NIMV4-TN
MAML2,UCSF-NIMV4-TN
CUX2,UCSF-NIMV4-TN
SH2B3,UCSF-NIMV4-TN
NAA25,UCSF-NIMV4-TN
PTPN11,UCSF-NIMV4-TN
TBX3,UCSF-NIMV4-TN
ETV6,UCSF-NIMV4-TN
HNF1A,UCSF-NIMV4-TN
CDKN1B,UCSF-NIMV4-TN
POLE,UCSF-NIMV4-TN
CHFR,UCSF-NIMV4-TN
ERC1,UCSF-NIMV4-TN
MGST1,UCSF-NIMV4-TN
ST8SIA1,UCSF-NIMV4-TN
KRAS,UCSF-NIMV4-TN
KDM5A,UCSF-NIMV4-TN
CCND2,UCSF-NIMV4-TN
FGF23,UCSF-NIMV4-TN
FGF6,UCSF-NIMV4-TN
ARID2,UCSF-NIMV4-TN
COL2A1,UCSF-NIMV4-TN
KMT2D,UCSF-NIMV4-TN
TUBA1B,UCSF-NIMV4-TN
ATF1,UCSF-NIMV4-TN
ACVR1B,UCSF-NIMV4-TN
ESPL1,UCSF-NIMV4-TN
RAB5B,UCSF-NIMV4-TN
ERBB3,UCSF-NIMV4-TN
STAT6,UCSF-NIMV4-TN
GLI1,UCSF-NIMV4-TN
DDIT3,UCSF-NIMV4-TN
CDK4,UCSF-NIMV4-TN
HMGA2,UCSF-NIMV4-TN
CHD4,UCSF-NIMV4-TN
NUP107,UCSF-NIMV4-TN
MDM2,UCSF-NIMV4-TN
FRS2,UCSF-NIMV4-TN
PTPRB,UCSF-NIMV4-TN
NAV3,UCSF-NIMV4-TN
PTPRQ,UCSF-NIMV4-TN
DUSP6,UCSF-NIMV4-TN
LUM,UCSF-NIMV4-TN
BTG1,UCSF-NIMV4-TN
FGF14,UCSF-NIMV4-TN
IRS2,UCSF-NIMV4-TN
PHF2P2,UCSF-NIMV4-TN
ANKRD26P3,UCSF-NIMV4-TN
PARP4P2,UCSF-NIMV4-TN
CDK8,UCSF-NIMV4-TN
FLT3,UCSF-NIMV4-TN
FLT1,UCSF-NIMV4-TN
TEX26-AS1,UCSF-NIMV4-TN
BRCA2,UCSF-NIMV4-TN
NBEA,UCSF-NIMV4-TN
ALG5,UCSF-NIMV4-TN
FOXO1,UCSF-NIMV4-TN
DGKH,UCSF-NIMV4-TN
ZDHHC4P1,UCSF-NIMV4-TN
RB1,UCSF-NIMV4-TN
DIS3,UCSF-NIMV4-TN
EDNRB,UCSF-NIMV4-TN
SPRY2,UCSF-NIMV4-TN
SLITRK6,UCSF-NIMV4-TN
TRAF3,UCSF-NIMV4-TN
AKT1,UCSF-NIMV4-TN
AJUBA,UCSF-NIMV4-TN
SLC7A8,UCSF-NIMV4-TN
BCL2L2,UCSF-NIMV4-TN
NFKBIA,UCSF-NIMV4-TN
NKX2-1,UCSF-NIMV4-TN
FOXA1,UCSF-NIMV4-TN
SOS2,UCSF-NIMV4-TN
SOCS4,UCSF-NIMV4-TN
CCDC175,UCSF-NIMV4-TN
PRKCH,UCSF-NIMV4-TN
HIF1A,UCSF-NIMV4-TN
ESR2,UCSF-NIMV4-TN
HSPA2,UCSF-NIMV4-TN
MAP3K9,UCSF-NIMV4-TN
MLH3,UCSF-NIMV4-TN
TSHR,UCSF-NIMV4-TN
DDX24,UCSF-NIMV4-TN
DICER1,UCSF-NIMV4-TN
ADAMTS17,UCSF-NIMV4-TN
NUTM1,UCSF-NIMV4-TN
SPRED1,UCSF-NIMV4-TN
KNSTRN,UCSF-NIMV4-TN
RAD51,UCSF-NIMV4-TN
MGA,UCSF-NIMV4-TN
MYO5C,UCSF-NIMV4-TN
MAP2K1,UCSF-NIMV4-TN
SMAD3,UCSF-NIMV4-TN
AAGAB,UCSF-NIMV4-TN
ANP32A,UCSF-NIMV4-TN
SIN3A,UCSF-NIMV4-TN
BCL2A1,UCSF-NIMV4-TN
NTRK3,UCSF-NIMV4-TN
IDH2,UCSF-NIMV4-TN
BLM,UCSF-NIMV4-TN
PRC1,UCSF-NIMV4-TN
CHD2,UCSF-NIMV4-TN
IGF1R,UCSF-NIMV4-TN
GRIN2A,UCSF-NIMV4-TN
SOCS1,UCSF-NIMV4-TN
PDXDC1,UCSF-NIMV4-TN
CLCN7,UCSF-NIMV4-TN
TMC5,UCSF-NIMV4-TN
TSC2,UCSF-NIMV4-TN
DNAH3,UCSF-NIMV4-TN
TRAF7,UCSF-NIMV4-TN
CASKIN1,UCSF-NIMV4-TN
PALB2,UCSF-NIMV4-TN
INO80E,UCSF-NIMV4-TN
FUS,UCSF-NIMV4-TN
AXIN1,UCSF-NIMV4-TN
CREBBP,UCSF-NIMV4-TN
ANKRD26P1,UCSF-NIMV4-TN
CYLD,UCSF-NIMV4-TN
NUP93,UCSF-NIMV4-TN
CBFB,UCSF-NIMV4-TN
CTCF,UCSF-NIMV4-TN
CDH1,UCSF-NIMV4-TN
PKD1L3,UCSF-NIMV4-TN
ZFHX3,UCSF-NIMV4-TN
FANCA,UCSF-NIMV4-TN
USP7,UCSF-NIMV4-TN
MAP2K4,UCSF-NIMV4-TN
YWHAE,UCSF-NIMV4-TN
NCOR1,UCSF-NIMV4-TN
FLCN,UCSF-NIMV4-TN
